loss,mape,val_loss,val_mape
0.026028282940387726,262806.4375,0.01973283477127552,836056.25
0.013844948261976242,586039.4375,0.013874710537493229,1270229.0
0.01160392351448536,657851.4375,0.012055176310241222,1239296.5
0.009523695334792137,591817.9375,0.009017711505293846,882467.6875
0.0062657976523041725,403371.625,0.0056284088641405106,452174.96875
0.004268699791282415,250986.765625,0.004268664866685867,242754.28125
0.004030430223792791,169282.4375,0.004231286235153675,158424.15625
0.003960459493100643,145929.421875,0.004103879909962416,151143.609375
0.0038962014950811863,137714.75,0.0042615970596671104,114374.046875
0.003951497841626406,127092.03125,0.004260073881596327,120488.2734375
0.0038793019484728575,144060.703125,0.004086097236722708,132020.4375
0.003872927278280258,133496.421875,0.004299321211874485,83991.4921875
0.0038346319925040007,130741.296875,0.004181273281574249,94995.8671875
0.003769015660509467,138984.3125,0.00422949343919754,91735.484375
0.0037557436153292656,116104.75,0.0038808374665677547,151713.796875
0.003747334238141775,124861.6328125,0.003927154466509819,140914.125
0.0037134853191673756,136544.4375,0.0038591669872403145,118226.109375
0.0036828971933573484,126651.53125,0.004217870067805052,82600.78125
0.0037002817261964083,129328.1328125,0.0038146241568028927,135689.203125
0.0036247740499675274,135157.640625,0.0037112997379153967,191189.46875
0.0035712318494915962,125333.5625,0.004270473029464483,62410.35546875
0.003579616779461503,136532.921875,0.003955762833356857,86822.953125
0.003563998034223914,123042.3515625,0.0038804414216428995,89658.8671875
0.0035164267756044865,111875.9375,0.003815153380855918,99754.0234375
0.0034221289679408073,111566.859375,0.003585546277463436,156948.984375
0.00351119227707386,115170.515625,0.0036585682537406683,115263.34375
0.0033814047928899527,115835.265625,0.003530804067850113,192369.328125
0.003424020018428564,107984.65625,0.003651384962722659,105250.4140625
0.003323840908706188,124908.2890625,0.004011094104498625,54455.44140625
0.0033662428613752127,119438.1796875,0.003618141170591116,95738.046875
0.003318418050184846,105989.25,0.0034209205769002438,164646.359375
0.0032801420893520117,120437.7890625,0.003402132773771882,143356.8125
0.0032566124573349953,114982.15625,0.003430205164477229,119691.8828125
0.0032458214554935694,106128.1640625,0.00333597045391798,167074.65625
0.003247980959713459,113531.0625,0.003376104636117816,225664.953125
0.003199264407157898,118025.0625,0.003374051535502076,104349.9765625
0.003152307355776429,104408.875,0.003288050414994359,131531.046875
0.0031720949336886406,101419.6953125,0.003287434345111251,133644.796875
0.0031314659863710403,97789.5625,0.0032488536089658737,125578.953125
0.0031336178071796894,108330.7890625,0.0031783662270754576,171349.703125
0.0030984366312623024,108299.671875,0.0031871574465185404,123678.6484375
0.003022352699190378,111196.9921875,0.0034051910042762756,76267.375
0.0029713683761656284,96370.734375,0.00335417571477592,75349.09375
0.0029952935874462128,106641.1328125,0.003059299197047949,172903.53125
0.0029791826382279396,99883.328125,0.003944216296076775,29288.333984375
0.0029276995919644833,105553.0234375,0.003025118028745055,187233.25
0.002936597913503647,106432.1640625,0.0030203990172594786,160547.9375
0.0029595373198390007,89745.2578125,0.002967545995488763,148037.625
0.0029136480297893286,100694.046875,0.0029819568153470755,194708.84375
0.00288538821041584,107345.9609375,0.0029659296851605177,120780.15625
0.0029093236662447453,84248.8828125,0.002919622464105487,153329.0625
0.0028742149006575346,86128.765625,0.0032341110054403543,65556.8359375
0.002891027368605137,90719.359375,0.002948575420305133,102395.84375
0.0028102416545152664,95699.5,0.003117047715932131,82879.421875
0.002887572394683957,101317.0625,0.0030256249010562897,81093.765625
0.002825322328135371,100764.53125,0.002935221651569009,98421.7734375
0.0027959980070590973,97960.6171875,0.0031894033309072256,62556.2421875
0.002800974529236555,98670.9453125,0.0033306411933153868,58261.74609375
0.0028253847267478704,100709.796875,0.0028275882359594107,145271.046875
0.002797572873532772,101235.5390625,0.0032371319830417633,71420.4453125
0.002791184466332197,94378.09375,0.002812882186844945,159906.46875
0.002832384780049324,79724.3515625,0.0032242233864963055,68994.265625
0.002782466821372509,92872.1953125,0.002834843471646309,119927.4375
0.0027263190131634474,84574.703125,0.003322860226035118,39240.34765625
0.0027949290815740824,97347.5546875,0.002831978490576148,110084.5859375
0.002714590635150671,89849.9140625,0.0028787634801119566,207743.171875
0.002765650162473321,93863.4609375,0.002793281339108944,153769.03125
0.0027605616487562656,92622.5390625,0.0028973075095564127,90014.4375
0.002751570660620928,90912.734375,0.0027764008846133947,162808.5
0.002729675266891718,89055.4453125,0.0032985983416438103,42781.32421875
0.0027084937319159508,95636.8671875,0.0027487080078572035,147787.625
0.002773080952465534,79105.2421875,0.003005955833941698,78977.4140625
0.0027797864750027657,102921.3984375,0.002767927013337612,165408.15625
0.002702059457078576,91989.5703125,0.0028128004632890224,84497.21875
0.002748123137280345,100412.3671875,0.002723751123994589,151774.578125
0.002670290181413293,86315.125,0.0027158556040376425,145077.453125
0.0026982093695551157,99152.4375,0.002776805544272065,169730.75
0.0026913683395832777,80973.1796875,0.0029331305995583534,205101.1875
0.0026937115471810102,80743.40625,0.0030629439279437065,233835.609375
0.002790688304230571,95663.9609375,0.0027234090957790613,99659.703125
0.0026951187755912542,85961.6328125,0.003011566586792469,68086.3203125
0.002713192719966173,87629.9453125,0.002768995240330696,90004.5546875
0.0026769868563860655,83635.9921875,0.002681202255189419,126438.9375
0.0026764508802443743,90079.46875,0.0031158176716417074,58292.04296875
0.002672375412657857,78644.7109375,0.002710573375225067,102131.1171875
0.0026818662881851196,79280.1640625,0.0029231307562440634,64857.61328125
0.002681958256289363,85678.5625,0.0026627725455909967,124199.0390625
0.0026110911276191473,87244.3125,0.003425006289035082,27872.83984375
0.002708397340029478,73803.609375,0.002760679926723242,93197.8125
0.0026519543025642633,85451.6484375,0.002740798983722925,100045.015625
0.0026448520366102457,81406.140625,0.0028491956181824207,81369.921875
0.0026781801134347916,68834.734375,0.002716527786105871,175758.921875
0.002578530227765441,94178.8828125,0.002620288636535406,158834.3125
0.002604251727461815,103371.625,0.0026085861027240753,124056.171875
0.0026573960203677416,90014.5546875,0.0026802103966474533,89603.6171875
0.0025995569303631783,94140.75,0.0028463539201766253,60454.3359375
0.002651867689564824,90384.2421875,0.0026921690441668034,90190.90625
0.002621496794745326,93894.2109375,0.002604119246825576,100998.6328125
0.0026023085229098797,95302.984375,0.002578446641564369,121423.515625
0.0026632018852978945,87315.71875,0.0026217764243483543,93691.859375
0.0025886527728289366,87361.9453125,0.0025682656560093164,131628.0
